,,,,,,,,,,,Результат,,,,,,,,,,,,,этап 25%,,,,этап 50%,,,,этап 75%,,,,этап 90%,,,
"Электронное имя файла. 
(Коприуем в параметры листа - ""Орг.КомментарииКЛисту"")",Альбом,Код раздела,порядковый номер раздела (при наличии),часть здания,функциональная зона,Тип документа,Подгруппа типа документа (при необходимости,Порядковый номер,Код разработчика,Имя листа,Код документа (DocName/AG_Лист_Код),Электронное имя файла (FileName/AG_Файл_Код),Альбом,Имя документа,Код документа,,,25 %,50 %,75 %,90 %,версия документа,Номер ИЗМ авторского надзора,Номер изменения,Номер ревизии,Плановая дата выпуска,Фактическая дата выпуска,Номер изменения,Номер ревизии,Плановая дата выпуска,Фактическая дата выпуска,Номер изменения,Номер ревизии,Плановая дата выпуска,Фактическая дата выпуска,Номер изменения,Номер ревизии,Плановая дата выпуска,Фактическая дата выпуска
КУТ03-Р-ПИР-2-26-РД-МГ-100-ОВ01.01.00-СА-0210_И_Р,КУТ03-Р-ПИР-2-26-100-ОВ01.01.00,ОВ,01,01,00,СА,,0210,МГ,Схема системы радиаторного отопления подземной части. Ветка 1,КУТ03-Р-ПИР-2-26-100-ОВ01.01.00-СА-0210,КУТ03-Р-ПИР-2-26-РД-МГ-100-ОВ01.01.00-СА-0210_И_Р,СБД-КУТ03-КМП-2-25-Р-100-ОВ01.01.00,#REF!,,,,N/A,N/A,Плановый,Плановый,И_Р,,,,-,,,,-,,,,14.05.2026,,,,04.06.2026,
КУТ03-Р-ПИР-2-26-РД-МГ-100-ОВ01.01.00-СА-0220_И_Р,КУТ03-Р-ПИР-2-26-100-ОВ01.01.00,ОВ,01,01,00,СА,,0220,МГ,Схема системы теплоснабжения воздушно-отопительных агрегатов,КУТ03-Р-ПИР-2-26-100-ОВ01.01.00-СА-0220,КУТ03-Р-ПИР-2-26-РД-МГ-100-ОВ01.01.00-СА-0220_И_Р,СБД-КУТ03-КМП-2-25-Р-100-ОВ01.01.00,#REF!,,,,N/A,N/A,Плановый,Плановый,И_Р,,,,-,,,,-,,,,14.05.2026,,,,04.06.2026,
КУТ03-Р-ПИР-2-26-РД-МГ-100-ОВ01.01.00-СА-0230_И_Р,КУТ03-Р-ПИР-2-26-100-ОВ01.01.00,ОВ,01,01,00,СА,,0230,МГ,Схема системы теплоснабжения фанкойлов,КУТ03-Р-ПИР-2-26-100-ОВ01.01.00-СА-0230,КУТ03-Р-ПИР-2-26-РД-МГ-100-ОВ01.01.00-СА-0230_И_Р,СБД-КУТ03-КМП-2-25-Р-100-ОВ01.01.00,#REF!,,,,N/A,N/A,Плановый,Плановый,И_Р,,,,-,,,,-,,,,14.05.2026,,,,04.06.2026,
КУТ03-Р-ПИР-2-26-РД-МГ-100-ОВ01.01.00-СА-0240_И_Р,КУТ03-Р-ПИР-2-26-100-ОВ01.01.00,ОВ,01,01,00,СА,,0240,МГ,Схема системы теплого пола,КУТ03-Р-ПИР-2-26-100-ОВ01.01.00-СА-0240,КУТ03-Р-ПИР-2-26-РД-МГ-100-ОВ01.01.00-СА-0240_И_Р,СБД-КУТ03-КМП-2-25-Р-100-ОВ01.01.00,#REF!,,,,N/A,N/A,Плановый,Плановый,И_Р,,,,-,,,,-,,,,14.05.2026,,,,04.06.2026,
КУТ03-Р-ПИР-2-26-РД-МГ-100-ОВ01.01.00-ДТ-0250_И_Р,КУТ03-Р-ПИР-2-26-100-ОВ01.01.00,ОВ,01,01,00,ДТ,,0250,МГ,"Разрезы 1-1, 2-2",КУТ03-Р-ПИР-2-26-100-ОВ01.01.00-ДТ-0250,КУТ03-Р-ПИР-2-26-РД-МГ-100-ОВ01.01.00-ДТ-0250_И_Р,СБД-КУТ03-КМП-2-25-Р-100-ОВ01.01.00,#REF!,,,,N/A,N/A,Плановый,Плановый,И_Р,,,,-,,,,-,,,,14.05.2026,,,,04.06.2026,
КУТ03-Р-ПИР-2-26-РД-МГ-100-ОВ01.01.00-СО-0260_И_Р,КУТ03-Р-ПИР-2-26-100-ОВ01.01.00,ОВ,01,01,00,СО,,0260,МГ,"СПЕЦИФИКАЦИЯ ОБОРУДОВАНИЯ, ИЗДЕЛИЙ И МАТЕРИАЛОВ",КУТ03-Р-ПИР-2-26-100-ОВ01.01.00-СО-0260,КУТ03-Р-ПИР-2-26-РД-МГ-100-ОВ01.01.00-СО-0260_И_Р,СБД-КУТ03-КМП-2-25-Р-100-ОВ01.01.00,#REF!,,,,N/A,Плановый,Плановый,Плановый,И_Р,,,,-,,,,17.04.2026,,,,14.05.2026,,,,04.06.2026,
КУТ03-Р-ПИР-2-26-РД-МГ-100-ОВ01.01.00-СХ-0270_И_Р,КУТ03-Р-ПИР-2-26-100-ОВ01.01.00,ОВ,01,01,00,СХ,,0270,МГ,ПРИНЦИПИАЛЬНАЯ СХЕМА СИСТЕМЫ РАДИАТОРНОГО ОТОПЛЕНИЯ ПОДЗЕМНОЙ ЧАСТИ. ВЕТКА 1,КУТ03-Р-ПИР-2-26-100-ОВ01.01.00-СХ-0270,КУТ03-Р-ПИР-2-26-РД-МГ-100-ОВ01.01.00-СХ-0270_И_Р,СБД-КУТ03-КМП-2-25-Р-100-ОВ01.01.00,#REF!,,,,N/A,N/A,N/A,Плановый,И_Р,,,,-,,,,-,,,,-,,,,04.06.2026,
КУТ03-Р-ПИР-2-26-РД-МГ-100-ОВ01.01.00-СХ-0280_И_Р,КУТ03-Р-ПИР-2-26-100-ОВ01.01.00,ОВ,01,01,00,СХ,,0280,МГ,ПРИНЦИПИАЛЬНАЯ СХЕМА СИСТЕМЫ РАДИАТОРНОГО ОТОПЛЕНИЯ ПОДЗЕМНОЙ ЧАСТИ. ВЕТКА 2,КУТ03-Р-ПИР-2-26-100-ОВ01.01.00-СХ-0280,КУТ03-Р-ПИР-2-26-РД-МГ-100-ОВ01.01.00-СХ-0280_И_Р,СБД-КУТ03-КМП-2-25-Р-100-ОВ01.01.00,#REF!,,,,N/A,N/A,N/A,Плановый,И_Р,,,,-,,,,-,,,,-,,,,04.06.2026,
КУТ03-Р-ПИР-2-26-РД-МГ-100-ОВ01.01.00-СХ-0290_И_Р,КУТ03-Р-ПИР-2-26-100-ОВ01.01.00,ОВ,01,01,00,СХ,,0290,МГ,ПРИНЦИПИАЛЬНАЯ СХЕМА СИСТЕМЫ ТЕПЛОСНАБЖЕНИЯ ОТОПИТЕЛЬНО-ВЕНТИЛЯЦИОННЫХ АГРЕГАТОВ,КУТ03-Р-ПИР-2-26-100-ОВ01.01.00-СХ-0290,КУТ03-Р-ПИР-2-26-РД-МГ-100-ОВ01.01.00-СХ-0290_И_Р,СБД-КУТ03-КМП-2-25-Р-100-ОВ01.01.00,#REF!,,,,N/A,N/A,N/A,Плановый,И_Р,,,,-,,,,-,,,,-,,,,04.06.2026,
КУТ03-Р-ПИР-2-26-РД-МГ-100-ОВ01.01.00-ДТ-0300_И_Р,КУТ03-Р-ПИР-2-26-100-ОВ01.01.00,ОВ,01,01,00,ДТ,,0300,МГ,УЗЛЫ КРЕПЛЕНИЯ ТРУБОПРОВОДОВ,КУТ03-Р-ПИР-2-26-100-ОВ01.01.00-ДТ-0300,КУТ03-Р-ПИР-2-26-РД-МГ-100-ОВ01.01.00-ДТ-0300_И_Р,СБД-КУТ03-КМП-2-25-Р-100-ОВ01.01.00,#REF!,,,,N/A,N/A,N/A,Плановый,И_Р,,,,-,,,,-,,,,-,,,,04.06.2026,
